"species_id","class","order","family","genus","species","common","sci_name"
13707,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","infusca","Ecuadorian Sac-winged Bat","Balantiopteryx infusca"
13708,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","io","Thomas's Sac-winged Bat","Balantiopteryx io"
13709,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","plicata","Gray Sac-winged Bat","Balantiopteryx plicata"
95476,"Mammalia","Chiroptera","Emballonuridae","Centronycteris","centralis",NA,"Centronycteris centralis"
13710,"Mammalia","Chiroptera","Emballonuridae","Centronycteris","maximiliani","Shaggy Bat","Centronycteris maximiliani"
13711,"Mammalia","Chiroptera","Emballonuridae","Coleura","afra","African Sheath-tailed Bat","Coleura afra"
13712,"Mammalia","Chiroptera","Emballonuridae","Coleura","seychellensis","Seychelles Sheath-tailed Bat","Coleura seychellensis"
13713,"Mammalia","Chiroptera","Emballonuridae","Cormura","brevirostris","Chestnut Sac-winged Bat","Cormura brevirostris"
13714,"Mammalia","Chiroptera","Emballonuridae","Cyttarops","alecto","Short-eared Bat","Cyttarops alecto"
13715,"Mammalia","Chiroptera","Emballonuridae","Diclidurus","albus","Northern Ghost Bat","Diclidurus albus"
13716,"Mammalia","Chiroptera","Emballonuridae","Diclidurus","ingens","Greater Ghost Bat","Diclidurus ingens"
13717,"Mammalia","Chiroptera","Emballonuridae","Diclidurus","isabellus","Isabelle's Ghost Bat","Diclidurus isabellus"
13718,"Mammalia","Chiroptera","Emballonuridae","Diclidurus","scutatus","Lesser Ghost Bat","Diclidurus scutatus"
13719,"Mammalia","Chiroptera","Emballonuridae","Emballonura","alecto","Small Asian Sheath-tailed Bat","Emballonura alecto"
13720,"Mammalia","Chiroptera","Emballonuridae","Emballonura","atrata","Peters's Sheath-tailed Bat","Emballonura atrata"
13721,"Mammalia","Chiroptera","Emballonuridae","Emballonura","beccarii","Beccari's Sheath-tailed Bat","Emballonura beccarii"
13722,"Mammalia","Chiroptera","Emballonuridae","Emballonura","dianae","Large-eared Sheath-tailed Bat","Emballonura dianae"
13723,"Mammalia","Chiroptera","Emballonuridae","Emballonura","furax","New Guinea Sheath-tailed Bat","Emballonura furax"
13724,"Mammalia","Chiroptera","Emballonuridae","Emballonura","monticola","Lesser Sheath-tailed Bat","Emballonura monticola"
27543,"Mammalia","Chiroptera","Emballonuridae","Emballonura","nigrescens",NA,"Emballonura nigrescens"
13725,"Mammalia","Chiroptera","Emballonuridae","Emballonura","raffrayana","Raffray's Sheath-tailed Bat","Emballonura raffrayana"
13726,"Mammalia","Chiroptera","Emballonuridae","Emballonura","semicaudata","Polynesian Sheath-tailed Bat","Emballonura semicaudata"
27544,"Mammalia","Chiroptera","Emballonuridae","Emballonura","serii",NA,"Emballonura serii"
13727,"Mammalia","Chiroptera","Emballonuridae","Mosia","nigrescens","Dark Sheath-tailed Bat","Mosia nigrescens"
13728,"Mammalia","Chiroptera","Emballonuridae","Peropteryx","kappleri","Greater Dog-like Bat","Peropteryx kappleri"
13729,"Mammalia","Chiroptera","Emballonuridae","Peropteryx","leucoptera","White-winged Dog-like Bat","Peropteryx leucoptera"
13730,"Mammalia","Chiroptera","Emballonuridae","Peropteryx","macrotis","Lesser Dog-like Bat","Peropteryx macrotis"
95678,"Mammalia","Chiroptera","Emballonuridae","Peropteryx","trinitatis",NA,"Peropteryx trinitatis"
13731,"Mammalia","Chiroptera","Emballonuridae","Rhynchonycteris","naso","Proboscis Bat","Rhynchonycteris naso"
13732,"Mammalia","Chiroptera","Emballonuridae","Saccolaimus","flaviventris","Yellow-bellied Pouched Bat","Saccolaimus flaviventris"
13733,"Mammalia","Chiroptera","Emballonuridae","Saccolaimus","mixtus","Troughton's Pouched Bat","Saccolaimus mixtus"
13734,"Mammalia","Chiroptera","Emballonuridae","Saccolaimus","peli","Pel's Pouched Bat","Saccolaimus peli"
13736,"Mammalia","Chiroptera","Emballonuridae","Saccolaimus","saccolaimus","Naked-rumped Pouched Bat","Saccolaimus saccolaimus"
95740,"Mammalia","Chiroptera","Emballonuridae","Saccopteryx","antioquensis",NA,"Saccopteryx antioquensis"
13737,"Mammalia","Chiroptera","Emballonuridae","Saccopteryx","bilineata","Greater Sac-winged Bat","Saccopteryx bilineata"
13738,"Mammalia","Chiroptera","Emballonuridae","Saccopteryx","canescens","Frosted Sac-winged Bat","Saccopteryx canescens"
13739,"Mammalia","Chiroptera","Emballonuridae","Saccopteryx","gymnura","Amazonian Sac-winged Bat","Saccopteryx gymnura"
13740,"Mammalia","Chiroptera","Emballonuridae","Saccopteryx","leptura","Lesser Sac-winged Bat","Saccopteryx leptura"
27896,"Mammalia","Chiroptera","Emballonuridae","Taphozous","achates",NA,"Taphozous achates"
13741,"Mammalia","Chiroptera","Emballonuridae","Taphozous","australis","Coastal Tomb Bat","Taphozous australis"
27897,"Mammalia","Chiroptera","Emballonuridae","Taphozous","flavieventris",NA,"Taphozous flavieventris"
13742,"Mammalia","Chiroptera","Emballonuridae","Taphozous","georgianus","Sharp-nosed Tomb Bat","Taphozous georgianus"
13743,"Mammalia","Chiroptera","Emballonuridae","Taphozous","hamiltoni","Hamilton's Tomb Bat","Taphozous hamiltoni"
13744,"Mammalia","Chiroptera","Emballonuridae","Taphozous","hildegardeae","Hildegarde's Tomb Bat","Taphozous hildegardeae"
13745,"Mammalia","Chiroptera","Emballonuridae","Taphozous","hilli","Hill's Tomb Bat","Taphozous hilli"
13746,"Mammalia","Chiroptera","Emballonuridae","Taphozous","kapalgensis","Arnhem Tomb Bat","Taphozous kapalgensis"
13747,"Mammalia","Chiroptera","Emballonuridae","Taphozous","longimanus","Long-winged Tomb Bat","Taphozous longimanus"
13748,"Mammalia","Chiroptera","Emballonuridae","Taphozous","mauritianus","Mauritian Tomb Bat","Taphozous mauritianus"
13749,"Mammalia","Chiroptera","Emballonuridae","Taphozous","melanopogon","Black-bearded Tomb Bat","Taphozous melanopogon"
13750,"Mammalia","Chiroptera","Emballonuridae","Taphozous","nudiventris","Naked-rumped Tomb Bat","Taphozous nudiventris"
13751,"Mammalia","Chiroptera","Emballonuridae","Taphozous","perforatus","Egyptian Tomb Bat","Taphozous perforatus"
27898,"Mammalia","Chiroptera","Emballonuridae","Taphozous","saccolaimus",NA,"Taphozous saccolaimus"
13753,"Mammalia","Chiroptera","Emballonuridae","Taphozous","theobaldi","Theobald's Tomb Bat","Taphozous theobaldi"
95770,"Mammalia","Chiroptera","Emballonuridae","Taphozous","troughtoni",NA,"Taphozous troughtoni"
14057,"Mammalia","Chiroptera","Furipteridae","Amorphochilus","schnablii","Smoky Bat","Amorphochilus schnablii"
14058,"Mammalia","Chiroptera","Furipteridae","Furipterus","horrens","Thumbless Bat","Furipterus horrens"
13766,"Mammalia","Chiroptera","Megadermatidae","Cardioderma","cor","Heart-nosed Bat","Cardioderma cor"
13767,"Mammalia","Chiroptera","Megadermatidae","Lavia","frons","Yellow-winged Bat","Lavia frons"
13768,"Mammalia","Chiroptera","Megadermatidae","Macroderma","gigas","Australian False Vampire Bat","Macroderma gigas"
13769,"Mammalia","Chiroptera","Megadermatidae","Megaderma","lyra","Greater False Vampire Bat","Megaderma lyra"
13770,"Mammalia","Chiroptera","Megadermatidae","Megaderma","spasma","Lesser False Vampire Bat","Megaderma spasma"
14390,"Mammalia","Chiroptera","Molossidae","Chaerephon","aloysiisabaudiae","Duke of Abruzzi's Free-tailed Bat","Chaerephon aloysiisabaudiae"
14391,"Mammalia","Chiroptera","Molossidae","Chaerephon","ansorgei","Ansorge's Free-tailed Bat","Chaerephon ansorgei"
14392,"Mammalia","Chiroptera","Molossidae","Chaerephon","bemmeleni","Gland-tailed Free-tailed Bat","Chaerephon bemmeleni"
14393,"Mammalia","Chiroptera","Molossidae","Chaerephon","bivittatus","Spotted Free-tailed Bat","Chaerephon bivittatus"
27447,"Mammalia","Chiroptera","Molossidae","Chaerephon","bregullae",NA,"Chaerephon bregullae"
14394,"Mammalia","Chiroptera","Molossidae","Chaerephon","chapini","Chapin's Free-tailed Bat","Chaerephon chapini"
14395,"Mammalia","Chiroptera","Molossidae","Chaerephon","gallagheri","Gallagher's Free-tailed Bat","Chaerephon gallagheri"
14396,"Mammalia","Chiroptera","Molossidae","Chaerephon","jobensis","Northern Mastiff Bat","Chaerephon jobensis"
14397,"Mammalia","Chiroptera","Molossidae","Chaerephon","johorensis","Northern Free-tailed Bat","Chaerephon johorensis"
95487,"Mammalia","Chiroptera","Molossidae","Chaerephon","leucogaster",NA,"Chaerephon leucogaster"
14398,"Mammalia","Chiroptera","Molossidae","Chaerephon","major","Lappet-eared Free-tailed Bat","Chaerephon major"
14399,"Mammalia","Chiroptera","Molossidae","Chaerephon","nigeriae","Nigerian Free-tailed Bat","Chaerephon nigeriae"
14400,"Mammalia","Chiroptera","Molossidae","Chaerephon","plicatus","Wrinkle-lipped Free-tailed Bat","Chaerephon plicatus"
14401,"Mammalia","Chiroptera","Molossidae","Chaerephon","pumilus","Little Free-tailed Bat","Chaerephon pumilus"
14402,"Mammalia","Chiroptera","Molossidae","Chaerephon","russatus","Russet Free-tailed Bat","Chaerephon russatus"
95488,"Mammalia","Chiroptera","Molossidae","Chaerephon","shortridgei",NA,"Chaerephon shortridgei"
27448,"Mammalia","Chiroptera","Molossidae","Chaerephon","solomonis",NA,"Chaerephon solomonis"
95489,"Mammalia","Chiroptera","Molossidae","Chaerephon","tomensis",NA,"Chaerephon tomensis"
27456,"Mammalia","Chiroptera","Molossidae","Cheiromeles","parvidens",NA,"Cheiromeles parvidens"
14403,"Mammalia","Chiroptera","Molossidae","Cheiromeles","torquatus","Hairless Bat","Cheiromeles torquatus"
14412,"Mammalia","Chiroptera","Molossidae","Cynomops","abrasus","Cinnamon Dog-faced Bat","Cynomops abrasus"
14414,"Mammalia","Chiroptera","Molossidae","Cynomops","greenhalli","Greenhall's Dog-faced Bat","Cynomops greenhalli"
95505,"Mammalia","Chiroptera","Molossidae","Cynomops","mexicanus",NA,"Cynomops mexicanus"
95506,"Mammalia","Chiroptera","Molossidae","Cynomops","paranus",NA,"Cynomops paranus"
14417,"Mammalia","Chiroptera","Molossidae","Cynomops","planirostris","Southern Dog-faced Bat","Cynomops planirostris"
14404,"Mammalia","Chiroptera","Molossidae","Eumops","auripendulus","Black Bonneted Bat","Eumops auripendulus"
14405,"Mammalia","Chiroptera","Molossidae","Eumops","bonariensis","Dwarf Bonneted Bat","Eumops bonariensis"
14406,"Mammalia","Chiroptera","Molossidae","Eumops","dabbenei","Big Bonneted Bat","Eumops dabbenei"
14407,"Mammalia","Chiroptera","Molossidae","Eumops","glaucinus","Wagner's Bonneted Bat","Eumops glaucinus"
14408,"Mammalia","Chiroptera","Molossidae","Eumops","hansae","Sanborn's Bonneted Bat","Eumops hansae"
14409,"Mammalia","Chiroptera","Molossidae","Eumops","maurus","Guianan Bonneted Bat","Eumops maurus"
95527,"Mammalia","Chiroptera","Molossidae","Eumops","patagonicus",NA,"Eumops patagonicus"
14410,"Mammalia","Chiroptera","Molossidae","Eumops","perotis","Western Bonneted Bat","Eumops perotis"
95528,"Mammalia","Chiroptera","Molossidae","Eumops","trumbulli",NA,"Eumops trumbulli"
14411,"Mammalia","Chiroptera","Molossidae","Eumops","underwoodi","Underwood's Bonneted Bat","Eumops underwoodi"
14413,"Mammalia","Chiroptera","Molossidae","Molossops","aequatorianus","Equatorial Dog-faced Bat","Molossops aequatorianus"
14415,"Mammalia","Chiroptera","Molossidae","Molossops","mattogrossensis","Mato Grosso Dog-faced Bat","Molossops mattogrossensis"
14416,"Mammalia","Chiroptera","Molossidae","Molossops","neglectus","Rufous Dog-faced Bat","Molossops neglectus"
14418,"Mammalia","Chiroptera","Molossidae","Molossops","temminckii","Dwarf Dog-faced Bat","Molossops temminckii"
95622,"Mammalia","Chiroptera","Molossidae","Molossus","aztecus",NA,"Molossus aztecus"
95623,"Mammalia","Chiroptera","Molossidae","Molossus","barnesi",NA,"Molossus barnesi"
95624,"Mammalia","Chiroptera","Molossidae","Molossus","coibensis",NA,"Molossus coibensis"
14420,"Mammalia","Chiroptera","Molossidae","Molossus","currentium","Bonda Mastiff Bat","Molossus currentium"
14421,"Mammalia","Chiroptera","Molossidae","Molossus","molossus","Pallas's Mastiff Bat","Molossus molossus"
14422,"Mammalia","Chiroptera","Molossidae","Molossus","pretiosus","Miller's Mastiff Bat","Molossus pretiosus"
14419,"Mammalia","Chiroptera","Molossidae","Molossus","rufus","Black Mastiff Bat","Molossus rufus"
14423,"Mammalia","Chiroptera","Molossidae","Molossus","sinaloae","Sinaloan Mastiff Bat","Molossus sinaloae"
14424,"Mammalia","Chiroptera","Molossidae","Mops","brachypterus","Sierra Leone Free-tailed Bat","Mops brachypterus"
14425,"Mammalia","Chiroptera","Molossidae","Mops","condylurus","Angolan Free-tailed Bat","Mops condylurus"
14426,"Mammalia","Chiroptera","Molossidae","Mops","congicus","Medje Free-tailed Bat","Mops congicus"
14427,"Mammalia","Chiroptera","Molossidae","Mops","demonstrator","Mongalla Free-tailed Bat","Mops demonstrator"
95625,"Mammalia","Chiroptera","Molossidae","Mops","leucostigma",NA,"Mops leucostigma"
14428,"Mammalia","Chiroptera","Molossidae","Mops","midas","Midas Free-tailed Bat","Mops midas"
14429,"Mammalia","Chiroptera","Molossidae","Mops","mops","Malayan Free-tailed Bat","Mops mops"
14430,"Mammalia","Chiroptera","Molossidae","Mops","nanulus","Dwarf Free-tailed Bat","Mops nanulus"
14431,"Mammalia","Chiroptera","Molossidae","Mops","niangarae","Niangara Free-tailed Bat","Mops niangarae"
14432,"Mammalia","Chiroptera","Molossidae","Mops","niveiventer","White-bellied Free-tailed Bat","Mops niveiventer"
14433,"Mammalia","Chiroptera","Molossidae","Mops","petersoni","Peterson's Free-tailed Bat","Mops petersoni"
14434,"Mammalia","Chiroptera","Molossidae","Mops","sarasinorum","Sulawesi Free-tailed Bat","Mops sarasinorum"
14435,"Mammalia","Chiroptera","Molossidae","Mops","spurrelli","Spurrell's Free-tailed Bat","Mops spurrelli"
14436,"Mammalia","Chiroptera","Molossidae","Mops","thersites","Railer Bat","Mops thersites"
14437,"Mammalia","Chiroptera","Molossidae","Mops","trevori","Trevor's Free-tailed Bat","Mops trevori"
14438,"Mammalia","Chiroptera","Molossidae","Mormopterus","acetabulosus","Natal Free-tailed Bat","Mormopterus acetabulosus"
14439,"Mammalia","Chiroptera","Molossidae","Mormopterus","beccarii","Beccari's Mastiff Bat","Mormopterus beccarii"
14441,"Mammalia","Chiroptera","Molossidae","Mormopterus","doriae","Sumatran Mastiff Bat","Mormopterus doriae"
14442,"Mammalia","Chiroptera","Molossidae","Mormopterus","jugularis","Peters's Wrinkle-lipped Bat","Mormopterus jugularis"
14443,"Mammalia","Chiroptera","Molossidae","Mormopterus","kalinowskii","Kalinowski's Mastiff Bat","Mormopterus kalinowskii"
14440,"Mammalia","Chiroptera","Molossidae","Mormopterus","loriae",NA,"Mormopterus loriae"
14444,"Mammalia","Chiroptera","Molossidae","Mormopterus","minutus","Little Goblin Bat","Mormopterus minutus"
14445,"Mammalia","Chiroptera","Molossidae","Mormopterus","norfolkensis","Eastern Little Mastiff Bat","Mormopterus norfolkensis"
14447,"Mammalia","Chiroptera","Molossidae","Mormopterus","phrudus","Incan Little Mastiff Bat","Mormopterus phrudus"
14448,"Mammalia","Chiroptera","Molossidae","Mormopterus","planiceps","Southern Free-tailed Bat","Mormopterus planiceps"
14450,"Mammalia","Chiroptera","Molossidae","Myopterus","daubentonii","Daubenton's Free-tailed Bat","Myopterus daubentonii"
14451,"Mammalia","Chiroptera","Molossidae","Myopterus","whitleyi","Bini Free-tailed Bat","Myopterus whitleyi"
14452,"Mammalia","Chiroptera","Molossidae","Nyctinomops","aurispinosus","Peale's Free-tailed Bat","Nyctinomops aurispinosus"
14453,"Mammalia","Chiroptera","Molossidae","Nyctinomops","femorosaccus","Pocketed Free-tailed Bat","Nyctinomops femorosaccus"
14454,"Mammalia","Chiroptera","Molossidae","Nyctinomops","laticaudatus","Broad-eared Bat","Nyctinomops laticaudatus"
14455,"Mammalia","Chiroptera","Molossidae","Nyctinomops","macrotis","Big Free-tailed Bat","Nyctinomops macrotis"
14456,"Mammalia","Chiroptera","Molossidae","Otomops","formosus","Java Mastiff Bat","Otomops formosus"
95672,"Mammalia","Chiroptera","Molossidae","Otomops","johnstonei",NA,"Otomops johnstonei"
95673,"Mammalia","Chiroptera","Molossidae","Otomops","madagascariensis",NA,"Otomops madagascariensis"
14457,"Mammalia","Chiroptera","Molossidae","Otomops","martiensseni","Large-eared Free-tailed Bat","Otomops martiensseni"
14458,"Mammalia","Chiroptera","Molossidae","Otomops","papuensis","Big-eared Mastiff Bat","Otomops papuensis"
14459,"Mammalia","Chiroptera","Molossidae","Otomops","secundus","Mantled Mastiff Bat","Otomops secundus"
14460,"Mammalia","Chiroptera","Molossidae","Otomops","wroughtoni","Wroughton's Free-tailed Bat","Otomops wroughtoni"
14449,"Mammalia","Chiroptera","Molossidae","Platymops","setiger","Peters's Flat-headed Bat","Platymops setiger"
14461,"Mammalia","Chiroptera","Molossidae","Promops","centralis","Big Crested Mastiff Bat","Promops centralis"
14462,"Mammalia","Chiroptera","Molossidae","Promops","nasutus","Brown Mastiff Bat","Promops nasutus"
14446,"Mammalia","Chiroptera","Molossidae","Sauromys","petrophilus","Roberts's Flat-headed Bat","Sauromys petrophilus"
14463,"Mammalia","Chiroptera","Molossidae","Tadarida","aegyptiaca","Egyptian Free-tailed Bat","Tadarida aegyptiaca"
14464,"Mammalia","Chiroptera","Molossidae","Tadarida","australis","White-striped Free-tailed Bat","Tadarida australis"
14465,"Mammalia","Chiroptera","Molossidae","Tadarida","brasiliensis","Brazilian Free-tailed Bat","Tadarida brasiliensis"
14467,"Mammalia","Chiroptera","Molossidae","Tadarida","fulminans","Madagascan Large Free-tailed Bat","Tadarida fulminans"
95767,"Mammalia","Chiroptera","Molossidae","Tadarida","insignis",NA,"Tadarida insignis"
27884,"Mammalia","Chiroptera","Molossidae","Tadarida","jobensis",NA,"Tadarida jobensis"
27885,"Mammalia","Chiroptera","Molossidae","Tadarida","johorensis",NA,"Tadarida johorensis"
95768,"Mammalia","Chiroptera","Molossidae","Tadarida","kuboriensis",NA,"Tadarida kuboriensis"
95769,"Mammalia","Chiroptera","Molossidae","Tadarida","latouchei",NA,"Tadarida latouchei"
94351,"Mammalia","Chiroptera","Molossidae","Tadarida","leucogaster",NA,"Tadarida leucogaster"
14468,"Mammalia","Chiroptera","Molossidae","Tadarida","lobata","Kenyan Big-eared Free-tailed Bat","Tadarida lobata"
27887,"Mammalia","Chiroptera","Molossidae","Tadarida","mops",NA,"Tadarida mops"
27888,"Mammalia","Chiroptera","Molossidae","Tadarida","plicata",NA,"Tadarida plicata"
27889,"Mammalia","Chiroptera","Molossidae","Tadarida","sarasinorum",NA,"Tadarida sarasinorum"
14469,"Mammalia","Chiroptera","Molossidae","Tadarida","teniotis","European Free-tailed Bat","Tadarida teniotis"
14470,"Mammalia","Chiroptera","Molossidae","Tadarida","ventralis","African Giant Free-tailed Bat","Tadarida ventralis"
13903,"Mammalia","Chiroptera","Mormoopidae","Mormoops","blainvillii","Antillean Ghost-faced Bat","Mormoops blainvillii"
13904,"Mammalia","Chiroptera","Mormoopidae","Mormoops","megalophylla","Ghost-faced Bat","Mormoops megalophylla"
13905,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","davyi","Davy's Naked-backed Bat","Pteronotus davyi"
13906,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","gymnonotus","Big Naked-backed Bat","Pteronotus gymnonotus"
13907,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","macleayii","MacLeay's Mustached Bat","Pteronotus macleayii"
13908,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","parnellii","Parnell's Mustached Bat","Pteronotus parnellii"
13909,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","personatus","Wagner's Mustached Bat","Pteronotus personatus"
13910,"Mammalia","Chiroptera","Mormoopidae","Pteronotus","quadridens","Sooty Mustached Bat","Pteronotus quadridens"
14389,"Mammalia","Chiroptera","Mystacinidae","Mystacina","tuberculata","New Zealand Lesser Short-tailed Bat","Mystacina tuberculata"
14061,"Mammalia","Chiroptera","Myzopodidae","Myzopoda","aurita","Sucker-footed Bat","Myzopoda aurita"
14053,"Mammalia","Chiroptera","Natalidae","Chilonatalus","micropus","Cuban Funnel-eared Bat","Chilonatalus micropus"
14055,"Mammalia","Chiroptera","Natalidae","Chilonatalus","tumidifrons","Bahaman Funnel-eared Bat","Chilonatalus tumidifrons"
95649,"Mammalia","Chiroptera","Natalidae","Natalus","major",NA,"Natalus major"
14054,"Mammalia","Chiroptera","Natalidae","Natalus","stramineus","Mexican Funnel-eared Bat","Natalus stramineus"
14056,"Mammalia","Chiroptera","Natalidae","Natalus","tumidirostris","Trinidadian Funnel-eared Bat","Natalus tumidirostris"
14052,"Mammalia","Chiroptera","Natalidae","Nyctiellus","lepidus","Gervais's Funnel-eared Bat","Nyctiellus lepidus"
13901,"Mammalia","Chiroptera","Noctilionidae","Noctilio","albiventris","Lesser Bulldog Bat","Noctilio albiventris"
13902,"Mammalia","Chiroptera","Noctilionidae","Noctilio","leporinus","Greater Bulldog Bat","Noctilio leporinus"
13754,"Mammalia","Chiroptera","Nycteridae","Nycteris","arge","Bate's Slit-faced Bat","Nycteris arge"
95657,"Mammalia","Chiroptera","Nycteridae","Nycteris","aurita",NA,"Nycteris aurita"
13755,"Mammalia","Chiroptera","Nycteridae","Nycteris","gambiensis","Gambian Slit-faced Bat","Nycteris gambiensis"
13756,"Mammalia","Chiroptera","Nycteridae","Nycteris","grandis","Large Slit-faced Bat","Nycteris grandis"
13757,"Mammalia","Chiroptera","Nycteridae","Nycteris","hispida","Hairy Slit-faced Bat","Nycteris hispida"
13758,"Mammalia","Chiroptera","Nycteridae","Nycteris","intermedia","Intermediate Slit-faced Bat","Nycteris intermedia"
13759,"Mammalia","Chiroptera","Nycteridae","Nycteris","javanica","Javan Slit-faced Bat","Nycteris javanica"
13760,"Mammalia","Chiroptera","Nycteridae","Nycteris","macrotis","Large-eared Slit-faced Bat","Nycteris macrotis"
95658,"Mammalia","Chiroptera","Nycteridae","Nycteris","madagascariensis",NA,"Nycteris madagascariensis"
13761,"Mammalia","Chiroptera","Nycteridae","Nycteris","major","Ja Slit-faced Bat","Nycteris major"
13762,"Mammalia","Chiroptera","Nycteridae","Nycteris","nana","Dwarf Slit-faced Bat","Nycteris nana"
95659,"Mammalia","Chiroptera","Nycteridae","Nycteris","parissii",NA,"Nycteris parissii"
13763,"Mammalia","Chiroptera","Nycteridae","Nycteris","thebaica","Egyptian Slit-faced Bat","Nycteris thebaica"
13764,"Mammalia","Chiroptera","Nycteridae","Nycteris","tragata","Malayan Slit-faced Bat","Nycteris tragata"
95660,"Mammalia","Chiroptera","Nycteridae","Nycteris","vinsoni",NA,"Nycteris vinsoni"
13765,"Mammalia","Chiroptera","Nycteridae","Nycteris","woodi","Wood's Slit-faced Bat","Nycteris woodi"
13987,"Mammalia","Chiroptera","Phyllostomidae","Ametrida","centurio","Little White-shouldered Bat","Ametrida centurio"
13958,"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","Tailed Tailless Bat","Anoura caudifer"
95432,"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifera",NA,"Anoura caudifera"
13959,"Mammalia","Chiroptera","Phyllostomidae","Anoura","cultrata","Handley's Tailless Bat","Anoura cultrata"
13960,"Mammalia","Chiroptera","Phyllostomidae","Anoura","geoffroyi","Geoffroy's Tailless Bat","Anoura geoffroyi"
13961,"Mammalia","Chiroptera","Phyllostomidae","Anoura","latidens","Broad-toothed Tailless Bat","Anoura latidens"
95433,"Mammalia","Chiroptera","Phyllostomidae","Anoura","luismanueli",NA,"Anoura luismanueli"
13988,"Mammalia","Chiroptera","Phyllostomidae","Ardops","nichollsi","Tree Bat","Ardops nichollsi"
13989,"Mammalia","Chiroptera","Phyllostomidae","Ariteus","flavescens","Jamaican Fig-eating Bat","Ariteus flavescens"
13990,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","amplus","Large Fruit-eating Bat","Artibeus amplus"
13991,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","anderseni","Andersen's Fruit-eating Bat","Artibeus anderseni"
13992,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","aztecus","Aztec Fruit-eating Bat","Artibeus aztecus"
13993,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","cinereus","Gervais's Fruit-eating Bat","Artibeus cinereus"
13994,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","concolor","Brown Fruit-eating Bat","Artibeus concolor"
13995,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","fimbriatus","Fringed Fruit-eating Bat","Artibeus fimbriatus"
13996,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","fraterculus","Fraternal Fruit-eating Bat","Artibeus fraterculus"
13997,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","glaucus","Silver Fruit-eating Bat","Artibeus glaucus"
95438,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","gnomus",NA,"Artibeus gnomus"
13999,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","hirsutus","Hairy Fruit-eating Bat","Artibeus hirsutus"
95439,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","incomitatus",NA,"Artibeus incomitatus"
14000,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","inopinatus","Honduran Fruit-eating Bat","Artibeus inopinatus"
14001,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","jamaicensis","Jamaican Fruit-eating Bat","Artibeus jamaicensis"
14002,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","lituratus","Great Fruit-eating Bat","Artibeus lituratus"
14003,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","obscurus","Dark Fruit-eating Bat","Artibeus obscurus"
14004,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","phaeotis","Pygmy Fruit-eating Bat","Artibeus phaeotis"
14006,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","toltecus","Toltec Fruit-eating Bat","Artibeus toltecus"
95440,"Mammalia","Chiroptera","Phyllostomidae","Artibeus","watsoni",NA,"Artibeus watsoni"
13953,"Mammalia","Chiroptera","Phyllostomidae","Brachyphylla","cavernarum","Antillean Fruit-eating Bat","Brachyphylla cavernarum"
13954,"Mammalia","Chiroptera","Phyllostomidae","Brachyphylla","nana","Cuban Fruit-eating Bat","Brachyphylla nana"
13980,"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Silky Short-tailed Bat","Carollia brevicauda"
13981,"Mammalia","Chiroptera","Phyllostomidae","Carollia","castanea","Chestnut Short-tailed Bat","Carollia castanea"
95471,"Mammalia","Chiroptera","Phyllostomidae","Carollia","colombiana",NA,"Carollia colombiana"
13982,"Mammalia","Chiroptera","Phyllostomidae","Carollia","perspicillata","Seba's Short-tailed Bat","Carollia perspicillata"
13983,"Mammalia","Chiroptera","Phyllostomidae","Carollia","subrufa","Gray Short-tailed Bat","Carollia subrufa"
14007,"Mammalia","Chiroptera","Phyllostomidae","Centurio","senex","Wrinkle-faced Bat","Centurio senex"
14008,"Mammalia","Chiroptera","Phyllostomidae","Chiroderma","doriae","Brazilian Big-eyed Bat","Chiroderma doriae"
14009,"Mammalia","Chiroptera","Phyllostomidae","Chiroderma","improvisum","Guadeloupe Big-eyed Bat","Chiroderma improvisum"
14010,"Mammalia","Chiroptera","Phyllostomidae","Chiroderma","salvini","Salvin's Big-eyed Bat","Chiroderma salvini"
